,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
113,30030388,2021-03-12,2021-03-14,Apartamento inteiro em Peruíbe,Apartamento frente ao mar no centro,5 hóspedes,2 quartos,15 camas,2 banheiros,Wi-Fi,Self check-In,Vista para o mar,Elevador,4.46,47,234,468,Novo preço mais baixo
114,45760542,2021-03-12,2021-03-14,Quarto inteiro em Parque Balneario Oasis,"Suíte 6 varanda "" Sol Nascente""",2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Vista para o mar,Ar-condicionado,Piscina,5.0,3,158,375,Novo preço mais baixo
115,39056674,2021-03-12,2021-03-14,Casa inteira em Quinta do Guarau,Casa no centrinho do GUARAÚ.,5 hóspedes,2 quartos,4 camas,1 banheiro,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.96,45,281,662,Raridade
116,46197271,2021-03-12,2021-03-14,Casa inteira em Jardim Peruibe,Lar Doce Lar-Casa para final de semana e temporada,8 hóspedes,3 quartos,5 camas,2 banheiros,Wi-Fi,Cozinha,Estacionamento gratuito,Piscina,5.0,10,457,913,Raridade
117,41130504,2021-03-12,2021-03-14,Quarto inteiro em Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3 hóspedes,1 quarto,2 camas,1 banheiros privado,Wi-Fi,Ar-condicionado,Estacionamento gratuito,Piscina,4.91,35,145,340,Raridade
118,46879880,2021-03-12,2021-03-14,Quarto inteiro em Parque Balneario Oasis,"Suíte 5 varanda "" Sol Nascente""",2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Vista para o mar,Ar-condicionado,Piscina,5.0,3,158,375,Novo preço mais baixo
119,38615495,2021-03-12,2021-03-14,Casa inteira em Peruíbe,Casa Top no litoral de SP,16 hóspedes,5 quartos,16 camas,4 banheiros,Piscina,Wi-Fi,Estacionamento gratuito,Cozinha,4.93,27,578,1.415,Raridade
120,45760542,2021-03-26,2021-03-28,Quarto inteiro em Parque Balneario Oasis,"Suíte 6 varanda "" Sol Nascente""",2 hóspedes,1 quarto,1 cama,1 banheiros privado,Wi-Fi,Ar-condicionado,Piscina,Vista para o mar,5.0,3,158,375,Novo preço mais baixo
121,41130504,2021-03-26,2021-03-28,Quarto inteiro em Parque Balneario Oasis,Pousada Suíte p/3 c/Ar Cond e Piscina -100m do mar,3 hóspedes,1 quarto,2 camas,1 banheiros privado,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.91,35,145,340,Raridade
122,31643433,2021-03-26,2021-03-28,Casa inteira em Jd Marcia II,"Sonho da Vovó Lélia! Casa inteira - Peruíbe, SP.",8 hóspedes,3 quartos,5 camas,2 banheiros,Ar-condicionado,Cozinha,Estacionamento gratuito,Permitido animais,4.67,9,218,635,Raridade
123,40947313,2021-03-26,2021-03-28,Casa inteira em Balneário Garça Vermelha,"Casa do Guaraú
Duas suítes a 500metros da praia",6 hóspedes,2 quartos,3 camas,3 banheiros,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,16,298,746,Raridade
124,38615495,2021-03-26,2021-03-28,Casa inteira em Peruíbe,Casa Top no litoral de SP,16 hóspedes,5 quartos,16 camas,4 banheiros,Wi-Fi,Jacuzzi,Lareira interna,Ar-condicionado,4.93,27,578,1.415,Raridade
