,id,check-in,check-out,titulo,titulo_2,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,avaliação,comentários,preço,preço_total,superhost
691,29958587,2021-04-02,2021-04-04,Apartamento inteiro em Santos,"Stúdio 804 Beira Mar, Luxo e Conforto",4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.88,78,260,654,Raridade
692,31518817,2021-04-23,2021-04-25,Apartamento inteiro em Centro,Kitnet em frente à praia - Gonzaguinha - S Vicente,6 hóspedes,1 quarto,1 cama,1 banheiro,Self check-In,Elevador,Vista para o mar,Cozinha,4.62,79,137,274,Raridade
693,31952361,2021-04-23,2021-04-25,Apartamento inteiro em Centro,"Apto frente ao mar c/ playground, ar cond. e Wi-Fi",6 hóspedes,Estúdio,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.61,70,175,399,Raridade
694,10738617,2021-04-23,2021-04-25,Apartamento inteiro em Santos,Kitnet para temporada mobiliado,3 hóspedes,Estúdio,2 camas,1 banheiro,Self check-In,Elevador,Vista para o mar,Cozinha,4.87,233,149,297,Raridade
697,31422208,2021-04-09,2021-04-11,Flat inteiro em Gonzaga,FLAT - uma quadra da praia do Gonzaga c/ ar e wifi,2 hóspedes,1 quarto,1 cama,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.24,46,206,411,Raridade
699,45380521,2021-04-09,2021-04-11,Apartamento inteiro em José Menino,Apartamento com Wi-Fi em frente ao mar,4 hóspedes,1 quarto,2 camas,1 banheiro,Ar-condicionado,Wi-Fi,Estacionamento gratuito,Vista para o mar,4.85,13,176,411,Raridade
700,21675628,2021-04-09,2021-04-11,Apartamento inteiro em José Menino,Studio Holliday - Linda vista da praia (Santos/SP),4 hóspedes,Estúdio,1 cama,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.93,85,171,461,Raridade
701,30950052,2021-04-09,2021-04-11,Apartamento inteiro em São vicente,"Feito c/carinho,simplicidade p/o que vale na vida",4 hóspedes,Estúdio,2 camas,1 banheiro,Wi-Fi,Self check-In,Vista para as águas,Elevador,4.97,37,181,502,Raridade
702,38958769,2021-04-16,2021-04-18,Condomínio inteiro em Ponta da Praia,De frente para o mar com varanda. Perto do aquário,2 hóspedes,1 quarto,1 cama,1 banheiro,Ar-condicionado,Wi-Fi,Elevador,Academia,4.96,26,232,514,Raridade
703,38672853,2021-04-16,2021-04-18,Apartamento inteiro em Nova Mirim,Apto 74 pronto para oferecer o melhor pra você!,3 hóspedes,1 quarto,3 camas,1 banheiro,Ar-condicionado,Wi-Fi,Vista para as águas,Elevador,4.94,64,211,502,Raridade
704,21675628,2021-04-16,2021-04-18,Apartamento inteiro em José Menino,Studio Holliday - Linda vista da praia (Santos/SP),4 hóspedes,Estúdio,1 cama,1 banheiro,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.93,85,171,461,Raridade
705,39336211,2021-04-16,2021-04-18,Apartamento inteiro em São Paulo,Vista panorâmica para mar,2 hóspedes,1 quarto,1 cama,1 banheiro,Elevador,Estacionamento gratuito,Vista para o mar,Cozinha,4.75,24,164,388,Raridade
