,Mes,Número Banheiros,Número Camas,Número Comentários,Número Hóspedes,Taxa,Semana_do_ano,Jacuzzi,Academia,Secadora,Localização,Piscina,Permitido animais,Preço/Noite
0,3,1,3,18,4,60.0,9,0,0,0,0.02946067949631741,1,0,184.0
1,3,1,4,41,4,30.0,11,0,0,0,0.04276550249465432,1,0,198.0
2,3,2,8,7,10,0.0,9,0,0,0,0.0030886196246139226,0,0,351.0
3,3,1,2,5,4,60.0,12,0,0,0,0.01876930387265384,0,1,191.0
4,2,1,4,3,4,58.0,8,0,0,0,0.01876930387265384,0,1,124.0
5,4,1,2,16,4,40.0,14,0,0,0,0.02066999287241625,0,0,211.0
6,3,1,2,32,3,40.0,10,0,0,0,0.015205511998099313,0,0,149.0
7,3,2,4,15,5,75.0,11,0,0,1,0.057020669992872426,0,0,250.0
8,2,1,2,35,4,65.0,7,0,0,0,0.08885721073889286,1,0,313.0
9,4,1,3,43,5,49.5,13,0,0,0,0.057020669992872426,0,1,213.0
10,2,3,6,8,10,75.0,6,0,0,0,0.00047517224994060353,0,0,410.0
11,2,1,3,9,4,0.0,6,0,0,0,0.02257068187217866,0,0,203.0
12,1,1,2,3,4,39.5,4,0,0,0,0.015205511998099313,0,1,233.0
13,3,2,3,10,6,59.5,11,0,0,0,0.0035637918745545258,1,0,357.0
14,3,2,4,27,6,0.0,11,0,0,0,0.015443098123069612,0,0,257.0
15,3,1,1,12,2,34.5,12,0,0,0,0.05203136136849608,0,1,108.0
16,4,1,3,74,5,34.5,14,0,0,0,0.01235447849845569,0,0,126.0
17,2,4,8,6,15,150.0,7,0,0,0,0.0030886196246139226,1,0,592.0
18,3,1,4,56,6,75.0,12,0,0,0,0.06319790924210028,0,0,134.0
19,3,2,5,22,6,0.0,12,0,0,0,0.04276550249465432,1,0,323.0
20,3,1,2,18,4,54.5,9,0,0,0,0.026847232121644096,0,0,128.0
21,2,1,3,11,5,64.5,8,0,0,0,0.05203136136849608,0,1,232.0
22,2,1,4,18,5,70.0,7,0,1,0,0.08885721073889286,1,0,278.0
23,2,2,4,15,5,75.0,8,0,0,1,0.057020669992872426,0,0,250.0
24,1,2,4,13,5,75.0,4,0,0,0,0.06319790924210028,0,0,559.0
25,1,1,1,3,4,65.0,4,0,0,0,0.057020669992872426,0,0,337.0
26,3,1,2,8,4,60.0,12,0,0,0,0.01235447849845569,0,0,111.0
27,4,2,2,137,4,45.0,14,0,0,0,0.08885721073889286,1,0,164.0
28,3,2,4,115,7,82.0,11,0,0,0,0.012116892373485387,1,0,340.0
29,2,1,2,39,2,75.0,7,0,0,0,0.010453789498693276,1,0,158.0
30,2,1,2,35,4,65.0,7,0,0,0,0.08885721073889286,0,0,329.0
31,2,1,3,18,4,60.0,8,0,0,0,0.02946067949631741,1,0,184.0
32,2,1,1,90,4,0.0,6,0,0,0,0.0076027559990496565,1,0,331.0
33,3,3,7,25,6,60.0,11,0,0,0,0.03183654074602043,0,0,254.0
34,2,2,3,27,4,149.5,7,0,0,0,0.02946067949631741,1,0,427.0
35,3,1,2,8,4,60.0,9,0,0,0,0.01235447849845569,0,0,111.0
36,3,1,2,47,4,39.0,11,0,0,0,0.08885721073889286,1,0,415.0
37,3,3,4,9,6,74.5,11,0,0,0,0.004989308624376337,1,0,559.0
38,3,3,4,3,8,25.0,9,0,0,0,0.0016631028747921119,1,0,289.0
39,3,1,2,50,4,0.0,12,0,0,0,0.08885721073889286,1,0,288.0
40,2,1,1,11,2,50.0,7,0,1,1,0.0002375861249703017,0,0,164.0
41,3,2,5,21,6,0.0,12,0,0,0,0.04276550249465432,0,0,323.0
42,3,2,7,108,8,0.0,10,0,0,0,0.015443098123069612,0,0,287.0
43,2,1,2,10,4,0.0,8,0,0,0,0.029698265621287717,0,0,180.0
44,3,2,2,137,4,44.5,12,1,1,0,0.08885721073889286,0,0,155.0
45,3,1,2,11,2,34.5,12,0,0,0,0.033499643620812536,0,1,108.0
46,3,1,2,7,4,24.5,9,0,0,0,0.004989308624376337,0,0,118.0
47,4,2,4,40,6,40.0,16,0,0,0,0.026847232121644096,0,1,210.0
48,4,1,2,25,5,45.0,14,0,0,0,0.06319790924210028,0,0,132.0
49,3,1,4,37,5,0.0,9,0,0,0,0.009978617248752672,0,0,171.0
50,3,1,2,13,4,50.0,12,0,0,1,0.014492753623188406,0,1,89.0
51,4,1,1,9,4,39.5,14,0,0,0,0.026847232121644096,0,0,143.0
52,2,1,3,4,4,39.5,6,0,0,0,0.014492753623188406,0,0,149.0
53,3,1,3,64,3,40.0,11,0,0,0,0.02257068187217866,0,0,211.0
54,2,1,3,46,6,40.0,8,0,0,0,0.02257068187217866,0,0,200.0
55,3,1,1,3,2,40.0,12,0,0,0,0.0030886196246139226,1,0,166.0
56,2,1,1,30,3,37.5,7,0,0,0,0.00688999762413875,1,0,158.0
57,4,1,1,9,4,39.5,15,0,0,0,0.026847232121644096,0,0,143.0
58,2,1,1,6,4,109.5,8,0,0,0,0.0014255167498218105,0,1,170.0
59,3,1,3,5,5,40.0,12,0,0,0,0.0014255167498218105,0,0,153.0
60,2,1,2,71,6,30.0,8,0,0,0,0.05203136136849608,1,0,187.0
61,4,1,1,23,5,39.0,16,0,0,0,0.029698265621287717,0,0,180.0
62,3,5,6,6,8,134.5,12,0,0,0,0.0030886196246139226,1,0,807.0
63,3,3,11,32,12,100.0,12,0,0,0,0.00974103112378237,1,0,699.0
64,1,1,2,33,4,65.0,4,0,0,1,0.08885721073889286,0,0,246.0
65,3,1,3,17,4,24.5,12,0,0,0,0.029698265621287717,0,1,117.0
66,3,2,4,27,6,55.0,12,0,0,0,0.03183654074602043,0,0,179.0
67,4,1,1,104,4,24.5,14,0,0,1,0.02066999287241625,0,0,164.0
68,4,1,3,5,2,12.0,14,0,0,0,0.029698265621287717,0,0,128.0
69,3,1,2,10,4,67.0,10,0,0,0,0.06319790924210028,0,0,181.0
70,3,1,4,32,9,67.0,12,0,0,0,0.01069137562366358,0,1,197.0
71,2,1,1,109,3,39.5,6,0,0,0,0.08885721073889286,0,0,166.0
72,3,1,1,112,2,32.5,11,0,0,1,0.010453789498693276,0,0,130.0
73,3,4,11,22,8,109.5,10,0,0,0,0.0009503444998812071,1,0,629.0
74,3,1,4,109,10,109.5,9,0,0,0,0.002613447374673319,0,1,256.0
75,3,1,2,14,6,74.5,9,0,0,0,0.009028272748871463,1,0,285.0
76,3,1,3,64,3,40.0,11,0,0,0,0.02257068187217866,0,0,211.0
77,2,1,1,120,3,0.0,7,0,1,0,0.0009503444998812071,0,0,147.0
78,3,1,2,43,4,0.0,12,0,0,0,0.01876930387265384,0,0,160.0
79,3,4,11,22,8,109.5,10,0,0,0,0.0009503444998812071,1,0,629.0
80,2,2,6,3,8,49.5,8,0,0,1,0.00047517224994060353,0,0,245.0
81,4,1,5,71,8,55.0,16,0,0,0,0.08885721073889286,0,0,173.0
82,2,2,6,27,6,80.0,7,0,0,0,0.004989308624376337,1,0,582.0
83,3,2,5,22,8,100.0,9,0,0,0,0.018294131622713237,0,0,253.0
84,3,2,10,16,10,0.0,10,0,0,0,0.0007127583749109052,0,1,171.0
85,4,1,3,88,4,0.0,14,0,0,0,0.08885721073889286,0,0,183.0
86,3,1,1,12,2,34.5,12,0,0,0,0.05203136136849608,0,1,108.0
87,3,3,4,34,10,74.9999999999999,10,0,0,0,0.005939653124257543,1,0,581.0
88,3,1,1,7,4,65.0,9,0,0,0,0.057020669992872426,0,0,374.0
89,2,1,1,12,4,40.0,7,0,0,0,0.08885721073889286,0,1,131.0
90,2,2,2,30,6,40.0,7,0,0,0,0.057020669992872426,0,0,434.0
91,4,1,3,88,4,40.0,13,0,0,0,0.08885721073889286,0,0,183.0
92,3,1,1,25,4,0.0,9,0,0,0,0.06319790924210028,0,0,171.0
93,3,1,1,8,2,50.0,11,0,0,0,0.015205511998099313,0,1,104.0
94,1,1,2,4,4,67.0,4,0,0,0,0.06319790924210028,0,0,237.0
95,4,1,3,28,6,12.0,13,0,0,0,0.014492753623188406,0,1,139.0
96,3,1,5,8,6,12.0,12,0,0,0,0.0016631028747921119,0,0,343.0
97,3,1,2,8,4,60.0,12,0,0,0,0.01235447849845569,0,0,111.0
98,3,1,1,46,5,0.0,12,0,1,0,0.00688999762413875,0,1,171.0
99,4,1,4,42,6,0.0,15,0,0,0,0.02946067949631741,0,1,171.0
100,2,1,4,32,6,25.0,8,0,0,0,0.0016631028747921119,1,1,232.0
101,2,1,1,32,5,62.5,8,0,0,1,0.0071275837491090515,0,0,240.0
102,1,1,2,16,4,0.0,4,0,0,0,0.033499643620812536,0,0,209.0
103,3,1,2,32,2,0.0,10,0,0,0,0.0009503444998812071,1,0,109.0
104,3,1,3,8,6,39.5,12,0,0,0,0.0035637918745545258,0,0,149.0
105,3,2,4,40,6,39.5,12,0,0,0,0.026847232121644096,0,1,191.0
106,2,1,2,78,4,67.0,7,0,0,0,0.08885721073889286,0,0,203.0
107,3,1,3,18,4,60.0,9,0,0,0,0.02946067949631741,0,0,184.0
108,2,1,6,12,4,44.5,7,0,0,1,0.002851033499643621,0,1,121.0
109,3,3,11,32,12,99.99999999999987,11,0,0,0,0.00974103112378237,1,0,676.0
110,3,1,2,14,4,99.99999999999987,10,0,0,0,0.02066999287241625,0,0,127.0
111,3,2,3,50,6,99.99999999999987,12,0,0,0,0.0047517224994060355,1,0,457.0
112,4,1,2,80,4,50.0,14,0,0,0,0.06319790924210028,0,0,161.0
113,4,2,3,106,6,85.0,13,0,0,0,0.029698265621287717,0,0,206.0
114,3,1,2,16,4,60.0,10,0,0,0,0.08885721073889286,0,0,214.0
115,3,1,1,15,2,39.5,12,0,0,0,0.026847232121644096,1,0,191.0
116,3,2,2,50,6,69.5,10,0,0,0,0.011879306248515086,1,0,216.0
117,2,1,2,6,4,54.5,7,0,0,0,0.015205511998099313,0,0,134.0
118,3,3,9,12,12,49.5,10,0,0,0,0.002851033499643621,1,0,321.0
119,2,1,1,154,4,40.0,8,0,0,0,0.0033262057495842237,1,0,131.0
120,4,1,2,23,4,75.0,15,0,0,0,0.057020669992872426,0,0,216.0
121,3,5,6,6,8,134.5,10,0,0,0,0.0030886196246139226,1,0,807.0
122,2,1,2,39,2,75.0,7,0,1,0,0.010453789498693276,0,0,158.0
123,4,1,1,41,2,54.5,13,0,0,0,0.033499643620812536,0,0,145.0
124,2,1,1,36,4,70.0,8,0,0,0,0.015205511998099313,0,0,158.0
125,3,1,2,14,6,74.5,12,0,0,0,0.009028272748871463,1,0,285.0
126,3,1,1,42,2,55.0,12,0,0,0,0.033499643620812536,0,0,139.0
127,2,1,4,34,4,55.0,7,0,0,0,0.02257068187217866,1,0,184.0
128,4,2,2,13,4,55.0,16,0,0,0,0.057020669992872426,1,0,256.0
129,3,4,16,27,16,129.5,10,1,0,0,0.00974103112378237,0,0,578.0
130,3,1,1,92,2,129.5,9,0,0,0,0.0137799952482775,1,0,206.0
131,4,1,2,21,4,24.5,14,0,0,0,0.05203136136849608,1,1,164.0
132,3,1,2,29,3,25.0,12,0,0,0,0.00546448087431694,1,0,145.0
133,3,3,3,16,6,75.0,10,0,0,0,0.002613447374673319,0,0,298.0
134,2,1,3,97,4,40.0,8,0,0,0,0.004989308624376337,0,1,188.0
135,2,1,0,12,6,0.0,7,0,0,0,0.03183654074602043,0,1,197.0
136,3,1,1,5,2,29.5,12,0,0,0,0.01805654549774293,1,0,158.0
137,3,1,2,7,4,67.0,10,0,0,0,0.06319790924210028,0,0,187.0
138,2,1,3,3,4,80.0,6,0,0,0,0.026847232121644096,0,1,228.0
139,2,1,6,59,6,75.0,7,0,0,0,0.0007127583749109052,1,0,467.0
140,3,2,4,45,5,24.5,11,0,0,0,0.05203136136849608,1,0,261.0
141,3,1,1,41,2,54.5,11,0,0,0,0.033499643620812536,0,0,145.0
142,3,1,3,35,6,44.5,12,0,0,0,0.006177239249227845,0,0,161.0
143,3,2,8,22,10,74.5,12,0,0,0,0.00047517224994060353,1,0,730.0
144,2,2,4,7,5,100.0,6,0,0,0,0.012116892373485387,0,0,470.0
145,4,1,1,24,4,65.0,15,0,0,0,0.06319790924210028,0,0,327.0
146,3,3,7,26,6,59.5,11,0,0,0,0.03183654074602043,0,0,237.0
147,3,1,2,61,5,59.5,11,0,0,0,0.05203136136849608,0,0,102.0
148,3,1,3,46,6,59.5,12,0,0,0,0.02257068187217866,0,1,200.0
149,1,2,3,58,4,74.5,4,0,0,0,0.08885721073889286,1,0,553.0
150,3,1,3,135,4,0.0,10,0,0,0,0.018294131622713237,0,0,123.0
151,2,1,3,29,4,20.0,7,0,0,0,0.015205511998099313,0,0,248.0
152,2,1,2,6,4,67.5,6,0,0,0,0.06319790924210028,0,0,214.0
153,3,1,2,6,4,60.0,11,0,0,0,0.01876930387265384,0,0,191.0
154,3,1,1,12,4,60.0,11,0,0,0,0.05203136136849608,0,1,214.0
155,3,1,1,64,2,42.5,9,0,1,0,0.004514136374435733,1,0,99.0
156,3,1,2,9,4,39.5,9,0,0,0,0.057020669992872426,0,0,263.0
157,3,1,2,23,4,55.0,12,0,0,0,0.02066999287241625,0,0,236.0
158,2,2,2,14,4,59.5,7,0,1,0,0.06319790924210028,0,0,198.0
159,3,2,4,45,5,24.5,10,0,0,0,0.05203136136849608,1,0,261.0
160,3,1,1,13,2,49.5,9,0,0,0,0.02066999287241625,0,0,293.0
161,3,1,3,75,4,40.0,11,0,0,0,0.04276550249465432,0,1,211.0
162,4,1,3,87,4,40.0,15,0,0,0,0.033499643620812536,0,0,348.0
163,3,1,2,9,4,39.5,11,0,0,0,0.057020669992872426,1,0,263.0
164,3,1,1,8,2,0.0,10,0,1,0,0.0019006889997624141,1,0,160.0
165,4,1,2,4,3,69.5,13,0,0,0,0.06319790924210028,0,0,144.0
166,3,2,9,25,13,74.5,9,0,0,0,0.009028272748871463,1,0,559.0
167,3,1,3,35,6,44.5,10,0,0,0,0.006177239249227845,0,1,178.0
168,3,2,4,7,6,39.5,12,0,0,0,0.014492753623188406,0,1,223.0
169,3,1,4,4,7,50.0,12,0,0,0,0.02946067949631741,0,1,147.0
170,1,1,1,54,4,49.0,4,0,0,0,0.08885721073889286,0,0,207.0
171,3,1,3,176,5,75.0,12,0,0,0,0.04276550249465432,0,0,233.0
172,3,1,6,8,6,50.0,10,0,0,0,0.009978617248752672,0,1,121.0
173,3,4,4,56,6,50.0,12,0,0,0,0.0016631028747921119,0,0,685.0
174,4,1,2,97,4,64.5,16,0,0,0,0.01235447849845569,1,0,295.0
175,3,1,1,23,6,40.0,12,0,0,0,0.0019006889997624141,0,0,234.0
176,2,1,3,38,4,24.5,6,0,0,0,0.02946067949631741,1,0,175.0
177,3,2,5,22,8,45.0,10,0,0,0,0.02946067949631741,0,0,189.0
178,2,1,1,46,5,0.0,7,0,1,0,0.00688999762413875,0,1,171.0
179,3,5,8,3,15,0.0,11,0,0,0,0.00546448087431694,1,1,913.0
180,3,1,2,29,3,25.0,11,0,0,0,0.00546448087431694,1,0,145.0
181,1,3,5,51,5,140.0,4,0,0,0,0.04276550249465432,1,0,847.0
182,3,1,2,11,2,34.5,10,0,0,0,0.033499643620812536,0,0,108.0
183,2,1,3,17,6,75.0,8,0,0,0,0.0066524114991684475,1,0,410.0
184,3,3,4,9,6,74.5,10,0,0,0,0.004989308624376337,1,0,559.0
185,3,1,3,41,4,0.0,10,0,0,0,0.011879306248515086,1,0,137.0
186,2,1,1,167,2,80.5,6,0,0,0,0.08885721073889286,0,0,238.0
187,3,2,4,18,4,80.5,9,0,0,0,0.009978617248752672,0,0,223.0
188,2,1,2,19,6,69.5,6,0,0,0,0.03183654074602043,0,1,193.0
189,2,1,2,26,4,65.0,8,0,0,0,0.08885721073889286,1,0,403.0
190,4,1,1,15,2,39.5,13,0,0,0,0.026847232121644096,1,0,232.0
191,1,1,2,11,2,34.5,4,0,0,0,0.033499643620812536,0,1,131.0
192,3,1,2,51,4,39.5,12,0,1,0,0.057020669992872426,0,0,263.0
193,3,1,6,38,6,39.5,11,0,0,0,0.009978617248752672,0,0,103.0
194,3,1,5,50,6,0.0,11,0,0,0,0.015443098123069612,0,0,422.0
195,3,2,5,3,7,49.5,10,0,0,0,0.0011879306248515089,0,0,201.0
196,3,3,7,34,6,109.5,10,0,0,0,0.04276550249465432,1,0,233.0
197,3,1,4,15,5,49.5,11,0,0,0,0.00546448087431694,1,0,350.0
198,3,1,1,3,2,29.5,9,0,0,0,0.01805654549774293,1,0,158.0
199,3,1,1,7,4,64.5,10,0,0,0,0.057020669992872426,0,0,356.0
200,3,2,3,106,6,84.5,12,0,0,0,0.029698265621287717,0,0,195.0
201,3,3,7,26,6,59.5,12,0,0,0,0.03183654074602043,0,0,237.0
202,3,1,2,81,4,60.0,9,1,0,1,0.08885721073889286,0,0,545.0
203,3,1,1,23,5,39.5,11,0,0,0,0.029698265621287717,0,0,177.0
204,2,1,1,4,6,59.5,8,0,0,0,0.002138275124732716,0,0,203.0
205,3,1,2,31,4,59.5,11,0,0,0,0.08885721073889286,0,0,226.0
206,2,1,3,46,6,59.5,8,0,0,0,0.02257068187217866,0,1,200.0
207,4,2,4,27,6,55.0,15,0,0,0,0.03183654074602043,0,0,179.0
208,3,1,2,87,4,29.5,11,0,0,0,0.08885721073889286,0,0,176.0
209,1,2,4,5,5,64.5,4,1,0,0,0.06319790924210028,0,0,475.0
210,3,2,2,9,8,34.5,12,0,0,0,0.011879306248515086,0,0,154.0
211,3,1,4,109,10,34.5,9,0,0,0,0.002613447374673319,0,1,256.0
212,3,1,2,24,3,25.0,11,0,0,0,0.01805654549774293,1,0,162.0
213,3,1,4,6,5,25.0,10,0,0,0,0.0066524114991684475,0,0,410.0
214,3,1,2,81,4,60.0,9,0,0,0,0.08885721073889286,1,0,545.0
215,2,1,3,16,4,60.0,8,0,0,0,0.0014255167498218105,0,0,206.0
216,3,1,2,16,4,60.0,9,0,0,0,0.08885721073889286,0,0,208.0
217,4,1,2,14,4,60.0,13,0,0,0,0.02066999287241625,0,0,127.0
218,3,1,4,109,10,60.0,11,0,0,0,0.002613447374673319,0,1,256.0
219,3,1,2,61,5,60.0,9,0,0,0,0.05203136136849608,0,1,102.0
220,3,1,5,20,6,75.0,11,0,0,0,0.00688999762413875,0,0,182.0
221,3,1,3,137,4,75.0,9,0,0,0,0.0023758612497030173,0,1,87.0
222,4,1,2,80,4,50.0,15,0,0,0,0.06319790924210028,0,0,161.0
223,1,1,3,22,4,0.0,4,0,0,0,0.01235447849845569,0,0,185.0
224,2,1,2,18,4,65.0,7,0,0,0,0.08885721073889286,0,0,374.0
225,2,1,0,79,6,0.0,8,0,0,0,0.05203136136849608,0,0,137.0
226,2,1,4,46,4,35.0,7,0,0,0,0.026847232121644096,1,0,290.0
227,3,2,15,47,5,0.0,11,0,0,0,0.00546448087431694,0,0,228.0
228,3,1,1,90,3,34.5,11,0,0,0,0.0016631028747921119,0,0,108.0
229,3,1,2,6,4,49.5,12,0,0,0,0.01069137562366358,0,0,247.0
230,4,1,1,32,5,62.5,13,0,0,0,0.0071275837491090515,0,0,294.0
231,2,1,2,84,4,62.5,8,0,0,0,0.018294131622713237,0,1,160.0
232,3,2,4,40,5,75.0,12,0,0,0,0.00688999762413875,0,1,216.0
233,3,1,2,23,4,75.0,12,0,0,0,0.057020669992872426,0,0,216.0
234,4,1,2,81,4,60.0,15,0,0,0,0.08885721073889286,1,0,488.0
235,3,1,1,44,4,30.0,9,0,0,0,0.029698265621287717,0,1,112.0
236,3,5,8,3,15,0.0,10,0,0,0,0.00546448087431694,1,1,913.0
237,3,1,1,13,2,49.5,12,0,0,0,0.02066999287241625,0,0,293.0
238,2,3,10,52,12,0.0,7,0,0,0,0.002138275124732716,1,0,713.0
239,3,1,5,16,6,49.5,9,0,0,0,0.04276550249465432,0,0,233.0
240,3,1,3,97,4,40.0,10,0,0,0,0.004989308624376337,0,0,188.0
241,2,1,3,41,6,40.0,7,0,0,0,0.02946067949631741,0,1,242.0
242,4,1,3,15,5,50.0,13,0,0,0,0.02946067949631741,0,0,103.0
243,2,1,1,10,2,42.5,8,0,1,0,0.004514136374435733,1,0,99.0
244,2,1,3,17,4,60.0,8,0,0,0,0.02946067949631741,0,0,184.0
245,1,1,1,26,2,25.0,4,0,0,0,0.00688999762413875,0,0,323.0
246,3,2,4,45,5,24.5,9,0,0,0,0.05203136136849608,1,0,261.0
247,3,1,3,9,6,39.5,9,0,0,0,0.0035637918745545258,0,0,149.0
248,3,1,2,7,4,67.0,10,0,0,0,0.06319790924210028,0,0,187.0
249,3,1,4,12,2,39.5,10,0,0,0,0.029698265621287717,0,0,150.0
250,2,3,6,6,8,124.5,8,1,0,0,0.0023758612497030173,0,0,760.0
251,2,2,4,48,6,70.0,7,0,0,0,0.012116892373485387,1,0,552.0
252,3,1,1,3,2,50.0,11,0,0,0,0.0011879306248515089,0,0,167.0
253,4,1,4,5,5,0.0,15,0,0,0,0.0047517224994060355,0,0,160.0
254,1,1,4,54,6,74.5,4,0,0,0,0.06319790924210028,0,0,262.0
255,3,1,4,65,5,74.5,9,0,0,0,0.00047517224994060353,1,0,400.0
256,2,3,6,6,8,124.5,8,0,0,0,0.0023758612497030173,1,0,760.0
257,4,1,2,17,2,124.5,14,0,1,0,0.057020669992872426,0,0,206.0
258,2,1,3,92,3,40.0,8,0,0,0,0.06319790924210028,0,1,154.0
259,3,1,2,18,6,44.5,10,0,0,0,0.011879306248515086,0,0,292.0
260,3,1,1,170,4,44.5,11,0,0,0,0.057020669992872426,1,0,246.0
261,2,1,6,59,6,75.0,7,0,0,0,0.0007127583749109052,1,0,467.0
262,3,1,2,81,4,60.0,11,0,0,0,0.08885721073889286,1,0,545.0
263,4,2,7,50,8,0.0,16,0,0,0,0.057020669992872426,0,0,194.0
264,4,1,2,47,4,40.0,16,0,0,0,0.08885721073889286,0,0,503.0
265,3,1,3,14,4,60.0,9,0,0,0,0.05203136136849608,0,1,294.0
266,3,2,4,53,6,75.0,12,0,0,0,0.05203136136849608,0,1,239.0
267,3,1,1,44,4,30.0,12,0,0,0,0.029698265621287717,0,1,112.0
268,3,3,7,25,6,60.0,11,0,0,0,0.03183654074602043,0,0,254.0
269,3,1,3,36,3,40.0,12,0,0,0,0.02257068187217866,1,0,211.0
270,3,1,2,5,5,45.0,10,0,0,0,0.026847232121644096,0,0,263.0
271,3,1,2,14,4,50.0,12,0,0,1,0.014492753623188406,0,1,89.0
272,3,2,9,25,13,74.5,9,0,0,0,0.009028272748871463,1,0,559.0
273,2,1,1,281,2,74.5,7,0,0,0,0.00047517224994060353,1,0,166.0
274,2,1,10,6,12,75.0,7,0,0,0,0.0007127583749109052,0,1,182.0
275,4,1,5,71,8,55.0,13,0,0,0,0.08885721073889286,0,0,173.0
276,4,1,4,78,4,40.0,16,0,0,0,0.05203136136849608,0,1,177.0
277,3,2,2,13,4,0.0,9,0,0,1,0.057020669992872426,0,0,279.0
278,4,2,3,106,6,84.5,14,0,0,0,0.029698265621287717,0,0,195.0
279,3,1,2,16,4,60.0,10,0,0,0,0.08885721073889286,0,0,208.0
280,3,1,1,52,3,50.0,10,0,0,0,0.0030886196246139226,0,0,144.0
281,3,1,2,35,4,64.5,12,0,0,0,0.08885721073889286,0,0,356.0
282,2,1,2,9,3,64.5,7,0,0,0,0.004276550249465432,0,0,240.0
283,3,1,4,5,7,40.0,11,0,0,0,0.0014255167498218105,0,0,153.0
284,2,1,5,6,6,40.0,7,0,1,0,0.02257068187217866,0,0,183.0
285,3,1,6,6,6,49.5,12,0,0,0,0.026847232121644096,1,0,136.0
286,2,1,1,4,2,39.5,7,0,0,0,0.029698265621287717,0,0,176.0
287,3,1,1,8,2,50.0,11,0,0,0,0.015205511998099313,0,0,104.0
288,3,1,2,11,2,34.5,11,0,0,0,0.033499643620812536,0,0,108.0
289,4,1,3,88,4,34.5,16,0,0,0,0.08885721073889286,0,0,183.0
290,3,1,1,36,4,29.5,12,0,0,0,0.05203136136849608,0,0,176.0
291,4,2,2,13,4,29.5,16,0,0,0,0.057020669992872426,0,0,256.0
292,4,1,1,167,2,80.5,16,0,0,0,0.08885721073889286,0,0,183.0
293,3,1,1,36,4,29.5,9,0,0,0,0.05203136136849608,0,0,176.0
294,4,1,1,24,4,29.5,14,0,0,0,0.06319790924210028,0,0,223.0
295,3,1,3,75,4,25.0,12,0,0,0,0.0035637918745545258,0,1,127.0
296,3,1,1,24,4,65.0,9,0,0,0,0.06319790924210028,1,0,344.0
297,1,1,2,4,4,67.0,4,0,0,0,0.06319790924210028,0,0,237.0
298,2,1,8,16,6,67.0,8,0,0,0,0.03183654074602043,0,0,166.0
299,3,1,0,79,6,0.0,10,0,0,0,0.05203136136849608,0,0,137.0
300,4,1,2,62,6,74.5,14,0,0,0,0.015443098123069612,0,1,145.0
301,1,3,5,51,5,140.0,4,0,0,0,0.04276550249465432,0,0,847.0
302,3,2,2,54,6,69.5,9,0,0,0,0.05203136136849608,1,0,253.0
303,3,2,8,22,10,74.5,11,0,0,0,0.00047517224994060353,1,0,730.0
304,3,1,2,51,4,39.5,12,0,0,1,0.057020669992872426,0,0,263.0
305,3,1,2,6,4,49.5,9,0,0,0,0.01069137562366358,0,0,253.0
306,3,1,4,3,15,74.5000000000001,12,0,0,0,0.0030886196246139226,1,0,712.0
307,2,1,1,167,2,80.5,6,0,0,0,0.08885721073889286,0,0,238.0
308,3,2,6,4,8,50.0,9,0,0,0,0.015443098123069612,0,0,207.0
309,3,1,2,71,6,30.0,12,0,0,0,0.05203136136849608,0,0,187.0
310,4,1,2,70,6,24.5,14,0,0,0,0.05203136136849608,0,0,175.0
311,1,1,1,16,4,24.5,4,0,0,0,0.01235447849845569,0,0,206.0
312,3,2,8,7,10,0.0,11,0,0,0,0.0030886196246139226,0,0,351.0
313,3,1,2,51,3,40.0,11,0,0,0,0.06319790924210028,0,1,107.0
314,3,1,4,22,5,39.5,10,0,0,0,0.05203136136849608,0,0,126.0
315,3,3,7,25,6,60.0,11,0,0,0,0.03183654074602043,0,0,254.0
316,2,2,7,30,10,60.0,8,0,0,0,0.0040389641244951285,1,0,457.0
317,1,2,3,33,4,89.5,4,0,0,0,0.08885721073889286,1,0,390.0
318,4,1,1,46,2,89.5,13,0,0,0,0.057020669992872426,0,0,206.0
319,3,1,2,63,6,75.0,10,0,0,0,0.015443098123069612,0,1,136.0
320,3,1,4,32,6,25.0,9,0,0,0,0.0016631028747921119,1,1,232.0
321,3,4,16,27,16,129.5,11,0,0,0,0.00974103112378237,1,0,578.0
322,3,1,2,8,4,60.0,12,0,0,0,0.01235447849845569,0,0,111.0
323,3,1,4,38,5,75.0,9,0,1,0,0.04276550249465432,0,0,296.0
324,3,1,2,32,3,75.0,12,0,0,0,0.015205511998099313,0,0,149.0
325,3,1,5,16,6,60.0,12,0,0,0,0.01876930387265384,0,1,170.0
326,3,1,2,32,3,60.0,11,0,0,0,0.015205511998099313,0,0,149.0
327,3,1,2,71,6,30.0,9,0,0,0,0.05203136136849608,1,0,187.0
328,2,1,4,6,5,30.0,7,0,0,0,0.0066524114991684475,1,0,513.0
329,1,1,2,4,4,67.0,4,0,0,0,0.06319790924210028,0,0,237.0
330,3,1,3,9,3,29.5,10,0,0,0,0.06319790924210028,0,1,129.0
331,2,1,1,109,3,40.0,6,0,0,0,0.08885721073889286,0,0,177.0
332,4,1,2,14,4,40.0,16,0,0,0,0.02066999287241625,0,0,127.0
333,3,3,12,3,15,74.5,11,0,0,0,0.0019006889997624141,0,1,266.0
334,3,1,3,64,3,40.0,10,0,0,0,0.02257068187217866,0,0,211.0
335,3,2,2,57,6,40.0,11,0,0,0,0.014492753623188406,0,0,180.0
336,3,1,3,20,4,60.0,12,0,0,0,0.007840342124019958,0,1,214.0
