,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Vista para o mar,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Vista para as águas,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado
3149,30745596,2021-02-19,2021-02-21,Praia Grande,5,1,3,1,4.57,35,157.0,434.0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,False
1322,20222310,2021-03-05,2021-03-07,Ilha Porchat,4,1,1,1,4.71,104,164.0,377.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
1097,36503430,2021-02-19,2021-02-21,Jardim Tres Marias,6,2,5,2,4.95,19,218.0,338.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
702,35083002,2021-03-05,2021-03-07,Pitangueira,4,1,3,1,4.69,55,211.0,511.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
54,44519268,2021-02-12,2021-02-14,Jardim Las Palmas,5,2,4,2,4.29,7,470.0,1140.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4498,45807087,2021-02-26,2021-02-28,Vila Assuncao,6,1,4,1,5.0,4,237.0,593.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2535,47220795,2021-04-30,2021-05-02,Jardim Tres Marias,5,1,5,1,5.0,12,181.0,331.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1744,47517305,2021-02-26,2021-02-28,Gonzaga,4,1,1,1,4.71,7,374.0,878.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5052,43956103,2021-02-19,2021-02-21,Casa inteira em Parque Balneario Oasis,15,3,8,4,4.67,6,592.0,1484.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2002,44169847,2021-03-05,2021-03-07,José Menino,4,1,2,1,4.76,21,344.0,818.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
725,29258338,2021-03-12,2021-03-14,Balneario Cidade Atlantica,9,3,4,2,4.82,11,220.0,590.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
20,13979594,2021-02-19,2021-02-21,São Vicente,6,1,1,1,5.0,17,123.0,365.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
1383,36550628,2021-03-12,2021-03-14,Gonzaga,4,1,2,1,4.98,51,263.0,605.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
657,45259041,2021-03-19,2021-03-21,Parque Enseada,4,1,3,1,4.7,20,214.0,548.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2912,36268227,2021-01-29,2021-01-31,Guarujá,4,1,6,1,5.0,13,181.0,491.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1047,45235767,2021-02-19,2021-02-21,Vila Caiçara,6,2,3,1,5.0,3,271.0,371.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,False
3974,45605033,2021-03-05,2021-03-07,Anchieta,2,1,1,1,4.88,8,160.0,320.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,False
2647,20283404,2021-04-16,2021-04-18,Santos,4,1,2,1,4.75,36,327.0,784.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False
2879,45740885,2021-04-23,2021-04-25,Ilha Porchat,2,1,1,1,5.0,12,293.0,685.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
312,46982403,2021-02-12,2021-02-14,Balneario Cidade Atlantica,5,1,2,1,4.75,4,341.0,822.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3812,46821448,2021-02-19,2021-02-21,Praia da Enseada,4,1,2,2,5.0,8,780.0,1689.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
2107,16824874,2021-03-26,2021-03-28,Santos,8,2,5,1,4.79,71,173.0,456.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,False
4858,46287455,2021-03-19,2021-03-21,José Menino,4,1,2,1,4.63,8,181.0,496.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2570,21646808,2021-04-23,2021-04-25,Gonzaga,5,1,3,1,4.8,66,171.0,342.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3290,37858741,2021-02-26,2021-02-28,Guilhermina,6,1,8,1,4.5,16,166.0,331.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
2294,38798592,2021-04-02,2021-04-04,Guilhermina,6,2,4,2,4.92,27,179.0,468.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2092,45020057,2021-03-26,2021-03-28,José Menino,4,1,1,1,4.92,24,327.0,784.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False
1274,31590947,2021-03-26,2021-03-28,Guilhermina,7,3,5,3,4.91,44,302.0,854.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2501,22135736,2021-04-09,2021-04-11,Itararé,6,2,3,2,4.89,106,195.0,559.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4895,47336936,2021-03-05,2021-03-07,Embaré,4,1,1,1,5.0,4,141.0,391.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4290,21987927,2021-03-19,2021-03-21,Indaiá,6,2,2,2,4.83,30,585.0,1369.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
369,19729288,2021-02-26,2021-02-28,Barra Funda,6,2,4,2,4.8,5,405.0,810.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
2422,40060303,2021-04-23,2021-04-25,Aparecida,8,3,5,2,4.95,22,252.0,703.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
781,39855974,2021-03-05,2021-03-07,Guilhermina,4,1,3,1,4.85,27,131.0,342.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
1506,39704194,2021-03-05,2021-03-07,São Vicente,2,1,1,1,4.86,42,145.0,399.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
397,35821209,2021-02-12,2021-02-14,Casa inteira em Jardim Ana Maria,9,3,6,2,4.97,31,696.0,1541.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
2581,40532701,2021-04-16,2021-04-18,Gonzaga,4,1,2,1,4.91,23,216.0,582.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,False
192,46033720,2021-02-19,2021-02-21,José Menino,4,1,2,1,5.0,9,193.0,520.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2127,16454570,2021-03-26,2021-03-28,Santos,5,2,3,2,4.88,34,144.0,388.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
2662,38039978,2021-04-23,2021-04-25,Santos,4,1,2,1,4.63,48,271.0,541.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5112,41132118,2021-03-19,2021-03-21,Parque Balneario Oasis,3,1,2,1,4.75,24,145.0,340.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
1906,39831271,2021-02-26,2021-02-28,Gonzaga,5,2,4,2,5.0,15,250.0,650.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,True
1319,28685495,2021-03-05,2021-03-07,Vila Tupi,6,1,4,1,4.66,79,136.0,272.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,False
1623,31436143,2021-02-26,2021-02-28,Santos,4,1,2,1,4.89,35,374.0,878.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
2598,45020057,2021-04-09,2021-04-11,José Menino,4,1,1,1,4.92,24,327.0,784.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,False
1973,30123921,2021-03-19,2021-03-21,Itararé,4,1,3,1,4.89,128,140.0,320.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,False
1655,20713038,2021-02-19,2021-02-21,Itararé,2,1,1,1,4.28,65,145.0,320.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,False
5067,32547945,2021-02-19,2021-02-21,Casa inteira em Estância Balneária Belmira Nova,10,3,7,2,4.92,13,684.0,1518.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
1080,46063952,2021-02-19,2021-02-21,Guilhermina,6,1,10,1,5.0,9,158.0,223.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4019,45740885,2021-03-12,2021-03-14,Ilha Porchat,2,1,1,1,5.0,13,293.0,685.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3745,22191569,2021-02-19,2021-02-21,Jd Neptunia,6,2,5,2,4.95,55,581.0,1311.9999999999998,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2722,41364919,2021-04-09,2021-04-11,Santos,4,1,2,1,4.94,16,191.0,502.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3659,17964527,2021-03-26,2021-03-28,São Vicente,6,2,2,1,4.84,70,113.0,365.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3854,40658541,2021-02-26,2021-02-28,Casa inteira em Bertioga,5,2,4,2,4.77,13,263.0,525.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
432,45436850,2021-02-26,2021-02-28,Centro,6,2,6,2,4.92,13,320.0,760.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
2090,45884578,2021-03-12,2021-03-14,Itararé,2,1,4,1,5.0,11,155.0,389.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,False
4666,30936409,2021-03-19,2021-03-21,Morumbi,2,1,1,1,4.93,69,245.0,580.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
277,46177096,2021-02-12,2021-02-14,Guarujá,9,4,9,2,4.91,11,703.0,1655.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
1396,45318454,2021-03-05,2021-03-07,Canto do Forte,4,1,3,1,4.73,11,187.0,434.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,False
3184,46918355,2021-02-26,2021-02-28,Itanhaém,2,1,1,1,5.0,3,166.0,331.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,True
2195,46989665,2021-03-26,2021-03-28,José Menino,3,1,2,1,5.0,4,144.0,427.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,False
3934,31952361,2021-02-26,2021-02-28,Centro,6,1,2,1,4.59,71,187.0,434.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3873,39790134,2021-02-19,2021-02-21,Riviera de São Lourenço,6,1,3,1,4.76,17,410.0,970.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2938,42170485,2021-01-29,2021-01-31,José Menino,3,1,3,1,4.73,11,120.0,320.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
3825,47269832,2021-02-19,2021-02-21,Centervalle,6,2,3,2,5.0,3,354.0,867.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
2274,40675774,2021-04-23,2021-04-25,Gonzaga,5,1,3,1,5.0,6,183.0,525.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
2226,36625620,2021-03-19,2021-03-21,Santos,4,1,2,1,4.97,30,220.0,559.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,True
2619,45380521,2021-04-16,2021-04-18,José Menino,4,1,2,1,4.85,13,176.0,411.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3876,38125377,2021-02-19,2021-02-21,Sé,2,1,1,1,4.82,87,99.0,283.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False
3865,29394639,2021-02-19,2021-02-21,Indianópolis,3,1,1,1,4.9,120,147.0,294.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
468,47294739,2021-03-19,2021-03-21,Vila Julia,5,1,1,1,3.75,4,110.0,320.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
125,32758142,2021-02-12,2021-02-14,Parque Enseada,6,2,4,2,4.44,9,410.0,959.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False
1360,41530242,2021-03-19,2021-03-21,Vila Assuncao,4,2,4,2,4.89,18,223.0,445.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,False
2995,22895642,2021-01-29,2021-01-31,Guarujá,2,1,0,1,4.91,66,331.0,662.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
5135,30030388,2021-03-12,2021-03-14,Peruíbe,5,2,15,2,4.46,47,234.0,468.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
5132,46937984,2021-03-12,2021-03-14,Casa inteira em Residencial Park D'Aville,15,2,4,1,4.67,3,767.0,1683.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
4976,13810221,2021-03-26,2021-03-28,Chalé inteiro em São Roque,5,1,2,1,4.87,165,324.0,722.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,False
2184,40060303,2021-03-05,2021-03-07,Aparecida,8,3,5,2,4.95,22,253.0,706.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
2026,45637188,2021-03-05,2021-03-07,Morro dos Barbosas,6,1,3,1,5.0,8,149.0,377.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2881,38798592,2021-04-09,2021-04-11,Guilhermina,6,2,4,2,4.92,27,179.0,468.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
3381,47541882,2021-03-05,2021-03-07,José Menino,3,1,3,1,4.67,9,129.0,317.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
2349,21846655,2021-04-16,2021-04-18,Ponta da Praia,4,1,3,1,4.87,269,137.0,274.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
1026,43932528,2021-03-05,2021-03-07,Vila Matias,5,1,1,1,4.94,32,241.0,606.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,False
3161,45620462,2021-02-19,2021-02-21,Vila Balneária,4,2,3,2,4.68,25,175.0,399.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,False
1330,41143618,2021-03-05,2021-03-07,Mongagua,6,1,3,1,4.89,35,178.0,445.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False
1108,22469373,2021-03-05,2021-03-07,Vila Assuncao,6,1,6,1,4.63,38,103.0,205.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
3619,41319815,2021-03-26,2021-03-28,Itararé,4,1,3,1,4.82,17,117.0,283.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
2309,34021661,2021-04-02,2021-04-04,Aparecida,2,1,4,1,4.85,39,121.0,342.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,True
3637,41868008,2021-03-05,2021-03-07,Praia dos Sonhos,7,2,4,1,4.86,7,286.0,571.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,False
5200,39549389,2021-03-19,2021-03-21,Casa inteira em Baougainville Residencial,8,4,6,5,5.0,6,807.0,1883.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3185,31518817,2021-02-19,2021-02-21,Centro,6,1,0,1,4.62,79,137.0,274.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
2876,43043506,2021-04-09,2021-04-11,Gonzaga,5,2,3,2,4.88,33,314.0,627.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
3679,21675628,2021-02-19,2021-02-21,José Menino,4,1,1,1,4.93,85,171.0,461.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4110,47288170,2021-03-12,2021-03-14,Jd Santa Tereza,6,2,5,1,5.0,8,343.0,685.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
1200,32646079,2021-03-12,2021-03-14,Santos,4,1,2,1,4.95,87,176.0,411.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
5043,46937984,2021-02-26,2021-02-28,Casa inteira em Residencial Park D'Aville,15,2,4,1,4.67,3,749.0,1646.9999999999998,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
320,16699654,2021-02-26,2021-02-28,Guarujá,6,2,2,2,4.89,37,262.0,673.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
708,20774709,2021-03-26,2021-03-28,"Guarujá, Pitangueiras Centro",4,1,3,1,4.49,97,188.0,456.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
3962,32407595,2021-03-05,2021-03-07,Parque Enseada,6,1,1,1,4.67,12,220.0,559.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,False
3998,47335552,2021-03-26,2021-03-28,Maitinga,4,1,2,1,4.57,7,118.0,285.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2407,42604902,2021-04-02,2021-04-04,Itararé,5,1,1,1,4.87,23,187.0,453.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
3770,15880419,2021-02-26,2021-02-28,Bertioga,4,1,2,1,4.57,65,343.0,685.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4237,44642259,2021-03-26,2021-03-28,Guilhermina,6,2,7,3,4.96,26,237.0,593.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4754,46121416,2021-03-26,2021-03-28,Chácara Santo Antônio (Zona Sul),2,1,1,1,5.0,3,167.0,434.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
1626,39221182,2021-02-12,2021-02-14,Aparecida,4,1,1,1,4.84,25,378.0,850.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3318,47061095,2021-03-12,2021-03-14,Vila Atlântica,6,2,6,2,5.0,3,385.0,890.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
1779,46846165,2021-02-19,2021-02-21,Gonzaga,8,2,4,2,4.5,4,214.0,548.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
824,45259041,2021-03-26,2021-03-28,Parque Enseada,4,1,3,1,4.7,20,214.0,548.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
4886,38696495,2021-03-12,2021-03-14,Morumbi,2,1,1,1,4.97,118,265.0,620.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,True
4980,46661123,2021-03-05,2021-03-07,Paraíso,2,1,1,1,4.83,12,159.0,357.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
3731,46261847,2021-02-19,2021-02-21,Riviera de São Lourenço,6,2,3,1,4.25,8,467.0,1084.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3952,46295687,2021-03-19,2021-03-21,Casa de hóspedes inteira em Morada da Praia,4,1,2,1,4.67,6,105.0,349.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,False
3013,44250883,2021-01-29,2021-01-31,Boqueirão,4,1,2,1,5.0,3,328.0,776.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1645,46675214,2021-02-26,2021-02-28,Gonzaga,4,1,4,1,5.0,5,188.0,456.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,False
4713,36033418,2021-03-19,2021-03-21,Santos,4,1,2,1,4.83,48,415.0,908.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,False
1942,46045251,2021-03-26,2021-03-28,Gonzaga,4,2,2,2,4.38,13,279.0,558.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2163,16017651,2021-03-05,2021-03-07,Santos,4,1,2,1,4.82,100,164.0,468.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
1044,41963184,2021-02-19,2021-02-21,Praia Grande,6,2,3,1,5.0,6,317.0,417.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
2141,39322670,2021-03-19,2021-03-21,José Menino,4,2,3,1,5.0,25,194.0,388.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
87,39646858,2021-02-26,2021-02-28,Centro,4,2,2,1,4.71,41,237.0,593.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,False
2975,46192069,2021-01-29,2021-01-31,Itararé,6,1,5,2,4.75,4,136.0,422.0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
2518,40884233,2021-04-02,2021-04-04,Vila Tupi,4,1,2,1,4.93,42,161.0,322.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
382,36032633,2021-02-26,2021-02-28,Santos,5,3,4,1,4.81,48,320.0,639.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,True
1468,31058644,2021-03-19,2021-03-21,Canto do Forte,6,2,5,1,5.0,20,182.0,514.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,False
3893,45855495,2021-02-26,2021-02-28,Praia Grande,6,2,3,2,4.91,11,239.0,628.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False
2568,4344553,2021-04-09,2021-04-11,são vicente,4,1,2,1,4.76,41,247.0,674.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
4356,22587763,2021-02-19,2021-02-21,Casa inteira em Peruibe,10,2,4,1,4.85,109,235.0,470.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2515,45258176,2021-04-16,2021-04-18,Boqueirão,5,1,6,1,5.0,4,181.0,491.0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2346,24115709,2021-04-09,2021-04-11,Santos,3,1,4,1,4.95,105,150.0,394.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,False
912,36625620,2021-03-05,2021-03-07,Santos,4,1,2,1,4.97,31,226.0,571.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3704,22191569,2021-02-26,2021-02-28,Jd Neptunia,6,2,5,2,4.95,55,581.0,1311.9999999999998,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
1218,39872515,2021-03-19,2021-03-21,Vila Caiçara,6,1,2,1,4.5,6,150.0,320.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,False
485,38039978,2021-03-05,2021-03-07,Santos,4,1,2,1,4.63,49,300.0,599.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
3762,44169847,2021-02-19,2021-02-21,José Menino,4,1,2,1,4.77,22,288.0,706.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2591,39216218,2021-04-16,2021-04-18, São Vicente,3,1,1,1,4.96,51,144.0,388.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False
5139,40947313,2021-03-26,2021-03-28,Casa inteira em Balneário Garça Vermelha,6,2,3,3,5.0,16,298.0,746.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2835,44259267,2021-04-02,2021-04-04,Boqueirão,4,1,1,1,4.67,9,154.0,388.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False
5101,39549389,2021-03-05,2021-03-07,Casa inteira em Baougainville Residencial,8,4,6,5,5.0,6,807.0,1883.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,True
3324,38798592,2021-03-26,2021-03-28,Guilhermina,6,2,4,2,4.92,27,163.0,456.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
3216,46189306,2021-02-19,2021-02-21,Mongaguá,7,2,6,2,5.0,7,492.0,1083.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2630,47248981,2021-04-23,2021-04-25,Ilha Porchat,2,1,1,1,5.0,8,351.0,822.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,False
726,46045251,2021-03-12,2021-03-14,Gonzaga,4,2,2,2,4.38,13,279.0,558.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,False
2727,47138268,2021-04-23,2021-04-25,Gonzaga,4,1,2,1,5.0,8,263.0,605.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
4844,47137774,2021-03-26,2021-03-28,Jardim Las Palmas,2,1,1,1,5.0,15,240.0,479.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,True
4061,36550628,2021-03-19,2021-03-21,Gonzaga,4,1,2,1,4.98,51,263.0,605.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
4873,40134770,2021-03-26,2021-03-28,Guarujá,6,2,5,2,4.86,21,323.0,646.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False
4055,47114796,2021-03-05,2021-03-07,Enseada,5,1,3,1,4.8,5,167.0,434.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
4509,2289131,2021-02-19,2021-02-21,Itaim Bibi,2,1,1,1,4.42,96,444.0,1038.0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
