,ID,Check-In,Check-Out,Localização,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Piscina,Lava-louças,Wi-Fi,Café da Manhã,Máquina de Lavar,Estacionamento gratuito,Academia,Jacuzzi,Secadora,Entrada/saída para esquis,Cozinha,Permitido animais,Lareira interna,Ar-condicionado,Self check-In,Elevador,Novo preço mais baixo,Raridade,Banheiro Compartilhado,Diária com taxas,Taxa,Vista,Demanda,É_feriado,É outilier,Mes,Dia,Semana_do_ano,Semana de Feriado
46,47335552,2021-03-05,2021-03-07,0.004989308624376337,4,1,2,1,4.57,7,118.0,285.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,142.5,24.5,0,0,0,0,3,5,9,0.0
47,35096843,2021-04-23,2021-04-25,0.026847232121644096,6,2,4,2,4.97,40,210.0,500.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,False,250.0,40.0,0,0,0,0,4,23,16,0.0
48,19033825,2021-04-09,2021-04-11,0.06319790924210027,5,1,2,1,4.96,25,132.0,354.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,177.0,45.0,0,0,0,0,4,9,14,0.0
49,41368215,2021-03-05,2021-03-07,0.009978617248752673,5,1,4,1,4.97,37,171.0,342.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False,171.0,0.0,0,0,0,0,3,5,9,0.0
50,42642255,2021-03-26,2021-03-28,0.014492753623188406,4,1,2,1,4.77,13,89.0,278.0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,False,139.0,50.0,0,0,0,0,3,26,12,0.0
51,44259267,2021-04-09,2021-04-11,0.026847232121644096,4,1,1,1,4.67,9,143.0,365.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,False,182.5,39.5,0,0,0,0,4,9,14,0.0
52,2339367,2021-02-12,2021-02-14,0.014492753623188406,4,1,3,1,5.0,4,149.0,377.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False,188.5,39.5,0,0,0,0,2,12,6,0.0
53,38672853,2021-03-19,2021-03-21,0.022570681872178665,3,1,3,1,4.94,64,211.0,502.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,251.0,40.0,2,0,0,0,3,19,11,0.0
54,22868881,2021-02-26,2021-02-28,0.022570681872178665,6,1,3,1,4.89,46,200.0,399.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,199.5,40.0,1,0,0,0,2,26,8,0.0
55,46918355,2021-03-26,2021-03-28,0.0030886196246139226,2,1,1,1,5.0,3,166.0,331.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True,165.5,40.0,0,0,0,0,3,26,12,0.0
56,22085765,2021-02-19,2021-02-21,0.00688999762413875,3,1,1,1,4.9,30,158.0,391.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,True,195.5,37.5,0,0,0,0,2,19,7,0.0
57,44259267,2021-04-16,2021-04-18,0.026847232121644096,4,1,1,1,4.67,9,143.0,365.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,False,182.5,39.5,0,0,0,0,4,16,15,0.0
58,31623775,2021-02-26,2021-02-28,0.0014255167498218105,4,1,1,1,5.0,6,170.0,559.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,False,279.5,109.5,0,0,0,0,2,26,8,0.0
59,38546664,2021-03-26,2021-03-28,0.0014255167498218105,5,1,3,1,4.4,5,153.0,386.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,193.0,40.0,0,0,0,0,3,26,12,0.0
60,31952361,2021-02-26,2021-02-28,0.05203136136849608,6,1,2,1,4.59,71,187.0,434.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,217.0,30.0,0,0,0,0,2,26,8,0.0
61,42604902,2021-04-23,2021-04-25,0.029698265621287717,5,1,1,1,4.87,23,180.0,438.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,219.0,39.0,0,0,0,0,4,23,16,0.0
62,39549389,2021-03-26,2021-03-28,0.0030886196246139226,8,4,6,5,5.0,6,807.0,1883.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,True,941.5,134.5,0,0,0,0,3,26,12,0.0
63,28608724,2021-03-26,2021-03-28,0.00974103112378237,12,5,11,3,4.88,32,699.0,1598.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,799.0,100.0,1,0,0,0,3,26,12,0.0
64,17164214,2021-01-29,2021-01-31,0.08885721073889286,4,1,2,1,4.76,33,246.0,622.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,False,311.0,65.0,0,1,0,0,1,29,4,0.0
65,41319815,2021-03-26,2021-03-28,0.029698265621287717,4,1,3,1,4.82,17,117.0,283.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,False,141.5,24.5,0,0,0,0,3,26,12,0.0
66,38798592,2021-03-26,2021-03-28,0.03183654074602043,6,2,4,2,4.92,27,179.0,468.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,234.0,55.0,1,0,0,0,3,26,12,0.0
67,20222310,2021-04-09,2021-04-11,0.020669992872416252,4,1,1,1,4.71,104,164.0,377.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,False,188.5,24.5,0,0,0,0,4,9,14,0.0
68,42040376,2021-04-09,2021-04-11,0.029698265621287717,2,1,3,1,4.8,5,128.0,280.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False,140.0,12.0,0,0,0,0,4,9,14,0.0
69,46033720,2021-03-12,2021-03-14,0.06319790924210027,4,1,2,1,5.0,10,181.0,496.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,248.0,67.0,1,0,0,0,3,12,10,0.0
70,41477427,2021-03-26,2021-03-28,0.010691375623663579,9,1,4,1,4.97,32,197.0,393.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,True,196.5,67.0,0,0,0,0,3,26,12,0.0
71,6290885,2021-02-12,2021-02-14,0.08885721073889286,3,1,1,1,4.89,109,166.0,411.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,205.5,39.5,0,1,0,0,2,12,6,0.0
72,20917028,2021-03-19,2021-03-21,0.010453789498693276,2,1,1,1,4.5,112,130.0,325.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False,162.5,32.5,0,0,0,0,3,19,11,0.0
73,42004628,2021-03-12,2021-03-14,0.000950344499881207,8,4,11,4,5.0,22,629.0,1477.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True,738.5,109.5,0,0,0,0,3,12,10,0.0
74,22587763,2021-03-05,2021-03-07,0.002613447374673319,10,2,4,1,4.85,109,256.0,511.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,False,255.5,109.5,0,0,0,0,3,5,9,0.0
75,40673864,2021-03-05,2021-03-07,0.009028272748871465,6,2,2,1,4.77,14,285.0,719.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,359.5,74.5,0,0,0,0,3,5,9,0.0
76,38672853,2021-03-19,2021-03-21,0.022570681872178665,3,1,3,1,4.94,64,211.0,502.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,251.0,40.0,2,0,0,0,3,19,11,0.0
77,29394639,2021-02-19,2021-02-21,0.000950344499881207,3,1,1,1,4.9,120,147.0,294.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,False,147.0,0.0,0,0,0,0,2,19,7,0.0
78,40884233,2021-03-26,2021-03-28,0.018769303872653836,4,1,2,1,4.93,43,160.0,320.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,160.0,0.0,1,0,0,0,3,26,12,0.0
79,42004628,2021-03-12,2021-03-14,0.000950344499881207,8,4,11,4,5.0,22,629.0,1477.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True,738.5,109.5,0,0,0,0,3,12,10,0.0
80,47129971,2021-02-26,2021-02-28,0.0004751722499406035,8,2,6,2,5.0,3,245.0,589.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,False,294.5,49.5,0,0,0,0,2,26,8,0.0
81,16824874,2021-04-23,2021-04-25,0.08885721073889286,8,2,5,1,4.79,71,173.0,456.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,False,228.0,55.0,0,1,0,0,4,23,16,0.0
82,39047507,2021-02-19,2021-02-21,0.004989308624376337,6,2,6,2,5.0,27,582.0,1324.0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,662.0,80.0,0,0,0,0,2,19,7,0.0
83,40060303,2021-03-05,2021-03-07,0.018294131622713233,8,3,5,2,4.95,22,253.0,706.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,353.0,100.0,0,0,0,0,3,5,9,0.0
84,46296909,2021-03-12,2021-03-14,0.0007127583749109052,10,2,10,2,4.88,16,171.0,342.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,False,171.0,0.0,0,0,0,0,3,12,10,0.0
85,8273746,2021-04-09,2021-04-11,0.08885721073889286,4,1,3,1,4.91,88,183.0,365.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,182.5,0.0,0,1,0,0,4,9,14,0.0
86,44860968,2021-03-26,2021-03-28,0.05203136136849608,2,1,1,1,5.0,12,108.0,285.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,False,142.5,34.5,0,0,0,0,3,26,12,0.0
87,31913930,2021-03-12,2021-03-14,0.005939653124257543,10,2,4,3,4.82,34,581.0,1311.9999999999998,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False,655.9999999999999,74.99999999999989,0,0,0,0,3,12,10,0.0
88,47517305,2021-03-05,2021-03-07,0.05702066999287242,4,1,1,1,4.71,7,374.0,878.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,439.0,65.0,0,0,0,0,3,5,9,0.0
89,44738972,2021-02-19,2021-02-21,0.08885721073889286,4,1,1,1,4.83,12,131.0,342.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,False,171.0,40.0,0,1,0,0,2,19,7,0.0
90,39446063,2021-02-19,2021-02-21,0.05702066999287242,6,2,2,2,4.97,30,434.0,434.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,True,217.0,40.0,1,0,0,0,2,19,7,0.0
91,8273746,2021-04-02,2021-04-04,0.08885721073889286,4,1,3,1,4.91,88,183.0,365.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,182.5,40.0,0,1,1,0,4,2,13,13.0
92,44419309,2021-03-05,2021-03-07,0.06319790924210027,4,1,1,1,4.84,25,171.0,342.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,171.0,0.0,0,0,0,0,3,5,9,0.0
93,47118964,2021-03-19,2021-03-21,0.015205511998099311,2,1,1,1,5.0,8,104.0,308.0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,False,154.0,50.0,0,0,0,0,3,19,11,0.0
94,46287455,2021-01-29,2021-01-31,0.06319790924210027,4,1,2,1,4.5,4,237.0,608.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,304.0,67.0,0,0,0,0,1,29,4,0.0
95,42539013,2021-04-02,2021-04-04,0.014492753623188406,6,1,3,1,4.89,28,139.0,302.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,False,151.0,12.0,0,0,1,0,4,2,13,13.0
96,47288170,2021-03-26,2021-03-28,0.001663102874792112,6,2,5,1,5.0,8,343.0,685.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,False,342.5,12.0,0,0,0,0,3,26,12,0.0
97,41493308,2021-03-26,2021-03-28,0.01235447849845569,4,1,2,1,4.63,8,111.0,342.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,171.0,60.0,0,0,0,0,3,26,12,0.0
98,24287304,2021-03-26,2021-03-28,0.00688999762413875,5,1,1,1,4.8,46,171.0,342.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,False,171.0,0.0,0,0,0,0,3,26,12,0.0
99,31567025,2021-04-16,2021-04-18,0.029460679496317414,6,1,4,1,4.9,42,171.0,342.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,False,171.0,0.0,0,0,0,0,4,16,15,0.0
100,31185419,2021-02-26,2021-02-28,0.001663102874792112,6,2,4,1,4.74,32,232.0,514.0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,False,257.0,25.0,0,0,0,0,2,26,8,0.0
101,43932528,2021-02-26,2021-02-28,0.007127583749109052,5,1,1,1,4.94,32,240.0,605.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,False,302.5,62.5,0,0,0,0,2,26,8,0.0
102,42805253,2021-01-29,2021-01-31,0.03349964362081254,4,1,2,1,4.81,16,209.0,418.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,209.0,0.0,0,0,0,0,1,29,4,0.0
103,45569612,2021-03-12,2021-03-14,0.000950344499881207,2,1,2,1,4.41,32,109.0,217.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,108.5,0.0,0,0,0,0,3,12,10,0.0
104,45637188,2021-03-26,2021-03-28,0.003563791874554526,6,1,3,1,5.0,8,149.0,377.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,188.5,39.5,0,0,0,0,3,26,12,0.0
105,35096843,2021-03-26,2021-03-28,0.026847232121644096,6,2,4,2,4.97,40,191.0,461.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,False,230.5,39.5,0,0,0,0,3,26,12,0.0
106,29958587,2021-02-19,2021-02-21,0.08885721073889286,4,1,2,1,4.88,78,203.0,540.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,False,270.0,67.0,0,1,0,0,2,19,7,0.0
107,39499342,2021-03-05,2021-03-07,0.029460679496317414,4,1,3,1,5.0,18,184.0,488.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,244.0,60.0,1,0,0,0,3,5,9,0.0
108,41393871,2021-02-19,2021-02-21,0.002851033499643621,4,1,6,1,4.92,12,121.0,331.0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,False,165.5,44.5,0,0,0,0,2,19,7,0.0
109,28608724,2021-03-19,2021-03-21,0.00974103112378237,12,5,11,3,4.88,32,676.0,1551.9999999999998,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True,775.9999999999999,99.99999999999989,0,0,0,0,3,19,11,0.0
110,42086418,2021-03-12,2021-03-14,0.020669992872416252,4,1,2,1,5.0,14,127.0,253.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,True,126.5,99.99999999999989,0,0,0,0,3,12,10,0.0
111,39331395,2021-03-26,2021-03-28,0.004751722499406035,6,2,3,2,4.76,50,457.0,913.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,456.5,99.99999999999989,0,0,0,0,3,26,12,0.0
112,21845532,2021-04-09,2021-04-11,0.06319790924210027,4,1,2,1,4.91,80,161.0,422.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False,211.0,50.0,1,0,0,0,4,9,14,0.0
