,ID,Check-In,Check-Out,Localização,titulo_2,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Plus 1,Plus 2,Plus 3,Plus 4,Avaliação,Número Comentários,Preço/Noite,Preço com taxas,Superhost
3341,46052240,2021-03-26,2021-03-28,Boqueirão,"Apto 50m  praia,sacada e ar condicionado.",4,1,2,1,Ar-condicionado,Wi-Fi,Self check-In,Permitido animais,5.0,5,184.0,518.0,Novo preço mais baixo
3342,39032782,2021-03-26,2021-03-28,BR,"Ser Feliz na praia , um encanto de cidade🙏",3,1,2,1,Ar-condicionado,Wi-Fi,Elevador,Permitido animais,4.97,31,194.0,388.0,Novo preço mais baixo
3358,35096843,2021-03-26,2021-03-28,Boqueirão,"Novo, com churrasqueira na praia do Boqueirão.",6,2,4,2,Wi-Fi,Elevador,Estacionamento gratuito,Permitido animais,4.97,40,191.0,461.0,Raridade
3367,44169847,2021-03-05,2021-03-07,José Menino,Book Santos — Unlimited 1412 — Estúdio completo…,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.76,21,344.0,818.0,Raridade
3370,44169847,2021-03-19,2021-03-21,José Menino,Book Santos — Unlimited 1412 — Estúdio completo…,4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.76,21,327.0,784.0,Raridade
3384,39704194,2021-03-12,2021-03-14,São Vicente,"Ilha Porchat, Vista Panorâmica, estacionamento",2,1,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.85,41,145.0,399.0,Raridade
3385,24115709,2021-03-12,2021-03-14,Santos,wi-fi/ar condicionado/ TV 4k/ utensílios praia,3,1,4,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.95,105,161.0,417.0,Raridade
3407,16205062,2021-03-12,2021-03-14,Santos,APARTAMENTO PERFEITO PARA LAZER EM SANTOS,4,1,3,1,Cozinha,Estacionamento gratuito,Elevador,Vista para o mar,4.69,32,171.0,342.0,Novo preço mais baixo
3414,40844259,2021-03-19,2021-03-21,Santos,Book Santos - Unlimited  1611  Vista Mar,4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.89,18,356.0,841.0,Raridade
3430,24115709,2021-03-26,2021-03-28,Santos,wi-fi/ar condicionado/ TV 4k/ utensílios praia,3,1,4,1,Ar-condicionado,Wi-Fi,Self check-In,Estacionamento gratuito,4.95,105,161.0,417.0,Raridade
3480,45020057,2021-03-05,2021-03-07,José Menino,Book Santos - Unlimited 911 - Estúdio Elegância,4,1,1,1,Ar-condicionado,Wi-Fi,Self check-In,Jacuzzi,4.92,24,344.0,818.0,Raridade
3491,41143618,2021-03-05,2021-03-07,Mongagua,Apto de 1 dorm frente ao mar com piscina no centro,6,1,3,1,Wi-Fi,Elevador,Estacionamento gratuito,Permitido animais,4.89,35,144.0,377.0,Raridade
3494,41904559,2021-03-12,2021-03-14,Santos,Book Santos - Unlimited 2111 -Moderno c/ Vista Mar,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.92,26,383.0,896.0,Raridade
3519,44642259,2021-03-26,2021-03-28,Guilhermina,"Apto c/vista pro Mar Praia Grande, 2 vagas garagem",6,2,7,3,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.96,24,248.0,616.0,Novo preço mais baixo
3528,7648873,2021-03-05,2021-03-07,Ilha Porchat,Ilha Porchat/S.Vicente-2 dorm- Linda vista- wi-fi,6,2,3,2,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.9,30,138.0,445.0,Novo preço mais baixo
3530,40067438,2021-03-12,2021-03-14,Boqueirão,Apto. Kitnet Boqueirão - 100m da praia,4,Estúdio,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.94,18,128.0,365.0,Novo preço mais baixo
3531,39704194,2021-03-05,2021-03-07,São Vicente,"Ilha Porchat, Vista Panorâmica, estacionamento",2,1,1,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.85,41,145.0,399.0,Raridade
3538,41493308,2021-03-26,2021-03-28,Ponta da Praia,Apartamento na Ponta da Praia em Santos com Wifi,4,1,2,1,Ar-condicionado,Wi-Fi,Self check-In,Estacionamento gratuito,4.63,8,111.0,342.0,Raridade
3539,34021661,2021-03-26,2021-03-28,Aparecida,Kitnet confortável na Orla da Praia/ Santos,2,1,4,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.84,38,110.0,320.0,Novo preço mais baixo
3540,40532701,2021-03-12,2021-03-14,Gonzaga,"Apartamento pé na areia, no melhor ponto de Santos",4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.91,23,216.0,582.0,Raridade
3541,42517975,2021-03-26,2021-03-28,São Vicente,Ótima localização frente ao mar Praia Itararé,2,1,2,1,Ar-condicionado,Self check-In,Vista para as águas,Estacionamento gratuito,4.36,11,108.0,285.0,Novo preço mais baixo
3556,45637188,2021-03-19,2021-03-21,Morro dos Barbosas,Apto inteiro frente mar em Sao Vicente/ SP,6,1,3,1,Ar-condicionado,Wi-Fi,Self check-In,Estacionamento gratuito,5.0,8,149.0,377.0,Novo preço mais baixo
3582,16815470,2021-03-26,2021-03-28,Praia Grande,Ap de 2 quartos frente pro mar com vista maravilhosa,7,2,4,1,Wi-Fi,Elevador,Estacionamento gratuito,Permitido animais,3.25,4,147.0,394.0,Novo preço mais baixo
3583,38798592,2021-03-26,2021-03-28,Guilhermina,"Conforto frente ao mar, localização privilegiada",6,2,4,2,Wi-Fi,Elevador,Estacionamento gratuito,Vista para o mar,4.92,27,179.0,468.0,Raridade
3584,36625620,2021-03-19,2021-03-21,Santos,Requinte & Conforto Frente à Praia do Gonzaga.,4,1,2,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Vista para as águas,4.97,30,220.0,559.0,Raridade
3590,39704194,2021-03-26,2021-03-28,São Vicente,"Ilha Porchat, Vista Panorâmica, estacionamento",2,1,1,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.85,41,139.0,388.0,Raridade
3609,40945881,2021-03-19,2021-03-21,Guarujá,"Guarujá, praia 1 quadra, Wi-Fi, ar Split - 1002",4,1,4,1,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.83,41,198.0,456.0,Raridade
3638,32122547,2021-03-26,2021-03-28,Aparecida,Kitnet frente a praia VISTA LINDA PARA O MAR,4,Estúdio,3,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.72,135,123.0,246.0,Raridade
3639,47031517,2021-03-26,2021-03-28,Gonzaga,LOFT SANTOS GONZAGA,2,1,2,1 e meio,Ar-condicionado,Wi-Fi,Elevador,Academia,5.0,17,185.0,370.0,Raridade
3642,4859969,2021-03-26,2021-03-28,São Vicente,Apartamento Frente à praia,5,1,3,1,Wi-Fi,Elevador,Estacionamento gratuito,Permitido animais,4.42,101,91.0,230.0,Raridade
3668,30282988,2021-03-12,2021-03-14,Itarare,"Studio em São Vicente , Sp , Praia dos milionários",3,Estúdio,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.89,9,240.0,479.0,Novo preço mais baixo
3671,46989665,2021-03-26,2021-03-28,José Menino,Acolhedor e charmoso a 50 metros da praia,3,1,2,1,Wi-Fi,Self check-In,Estacionamento gratuito,Vista para o mar,5.0,4,144.0,427.0,Novo preço mais baixo
3694,36625620,2021-03-19,2021-03-21,Santos,Requinte & Conforto Frente à Praia do Gonzaga.,4,1,2,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.97,30,220.0,559.0,Raridade
3695,42086418,2021-03-19,2021-03-21,Ilha Porchat,WI-FI / GARAGEM  / NETFLIX /ILHA PORCHAT  💙 💙,4,Estúdio,2,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,14,127.0,253.0,Novo preço mais baixo
3709,43043506,2021-03-26,2021-03-28,Gonzaga,Estanconfor Vista Mar - 2 quartos,5,2,3,2,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.88,33,314.0,627.0,Raridade
3711,46045251,2021-03-26,2021-03-28,Gonzaga,Estanconfor Vista parcial Mar - 2 quartos,4,2,2,2,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.38,13,279.0,558.0,Raridade
3728,40844259,2021-03-12,2021-03-14,Santos,Book Santos - Unlimited  1611  Vista Mar,4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.89,18,356.0,841.0,Raridade
3739,41904559,2021-03-26,2021-03-28,Santos,Book Santos - Unlimited 2111 -Moderno c/ Vista Mar,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.92,26,383.0,896.0,Raridade
3741,36625620,2021-04-09,2021-04-11,Santos,Requinte & Conforto Frente à Praia do Gonzaga.,4,1,2,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Vista para as águas,4.97,30,203.0,525.0,Novo preço mais baixo
3742,47118964,2021-04-09,2021-04-11,Embaré,"Santos, living, praia do embare",2,1,1,1,Ar-condicionado,Wi-Fi,Self check-In,Vista para as águas,5.0,7,110.0,320.0,Novo preço mais baixo
3743,8273746,2021-04-09,2021-04-11,Santos,Apto Gonzaga Lado Shopping Miramar 106,4,1,3,1,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.91,88,183.0,365.0,Raridade
3744,47031517,2021-04-09,2021-04-11,Gonzaga,LOFT SANTOS GONZAGA,2,1,2,1 e meio,Ar-condicionado,Wi-Fi,Elevador,Academia,5.0,17,206.0,411.0,Raridade
3745,45479011,2021-04-09,2021-04-11,Ilha Porchat,Apartamento Premium na Ilha Porchat,4,1,2,1,Ar-condicionado,Wi-Fi,Self check-In,Estacionamento gratuito,5.0,16,211.0,502.0,Raridade
3746,42018906,2021-04-09,2021-04-11,Ponta da Praia,Apartamento Aconchegante na Quadra da Praia,5,1,3,1,Wi-Fi,Estacionamento gratuito,Vista para o mar,Cozinha,4.92,74,126.0,251.0,Raridade
3747,42086418,2021-04-09,2021-04-11,Ilha Porchat,WI-FI / GARAGEM  / NETFLIX /ILHA PORCHAT  💙 💙,4,Estúdio,2,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Elevador,5.0,14,127.0,253.0,Novo preço mais baixo
3748,47118964,2021-04-23,2021-04-25,Embaré,"Santos, living, praia do embare",2,1,1,1,Wi-Fi,Ar-condicionado,Cozinha,Permitido animais,5.0,7,116.0,331.0,Novo preço mais baixo
3749,47031517,2021-04-23,2021-04-25,Gonzaga,LOFT SANTOS GONZAGA,2,1,2,1 e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,17,206.0,411.0,Raridade
3750,36625620,2021-04-23,2021-04-25,Santos,Requinte & Conforto Frente à Praia do Gonzaga.,4,1,2,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.97,30,208.0,536.0,Novo preço mais baixo
3751,32122547,2021-04-23,2021-04-25,Aparecida,Kitnet frente a praia VISTA LINDA PARA O MAR,4,Estúdio,3,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.72,135,123.0,246.0,Raridade
3752,42086418,2021-04-23,2021-04-25,Ilha Porchat,WI-FI / GARAGEM  / NETFLIX /ILHA PORCHAT  💙 💙,4,Estúdio,2,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,14,127.0,253.0,Novo preço mais baixo
3753,39704194,2021-04-02,2021-04-04,São Vicente,"Ilha Porchat, Vista Panorâmica, estacionamento",2,1,1,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.85,41,145.0,399.0,Raridade
3754,4344553,2021-04-02,2021-04-04,são vicente,Studio  Ilha Porchat- Perfeito para casal !,4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.76,41,247.0,674.0,Novo preço mais baixo
3755,24115709,2021-04-02,2021-04-04,Santos,wi-fi/ar condicionado/ TV 4k/ utensílios praia,3,1,4,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.95,105,161.0,417.0,Raridade
3756,30123921,2021-04-23,2021-04-25,Itararé,Loft da Bel - frente ao mar,4,Estúdio,3,1,Ar-condicionado,Wi-Fi,Self check-In,Vista para as águas,4.89,128,174.0,388.0,Raridade
3757,42517975,2021-04-02,2021-04-04,São Vicente,Ótima localização frente ao mar Praia Itararé,2,1,2,1,Ar-condicionado,Self check-In,Vista para as águas,Estacionamento gratuito,4.36,11,108.0,285.0,Novo preço mais baixo
3758,40532701,2021-04-02,2021-04-04,Gonzaga,"Apartamento pé na areia, no melhor ponto de Santos",4,1,2,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.91,23,228.0,605.0,Raridade
3759,30123921,2021-04-16,2021-04-18,Itararé,Loft da Bel - frente ao mar,4,Estúdio,3,1,Ar-condicionado,Wi-Fi,Self check-In,Vista para as águas,4.89,128,174.0,388.0,Raridade
3760,41493308,2021-04-16,2021-04-18,Ponta da Praia,Apartamento na Ponta da Praia em Santos com Wifi,4,1,2,1,Ar-condicionado,Wi-Fi,Self check-In,Estacionamento gratuito,4.63,8,111.0,342.0,Raridade
3761,41493308,2021-04-23,2021-04-25,Ponta da Praia,Apartamento na Ponta da Praia em Santos com Wifi,4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.63,8,111.0,342.0,Raridade
3762,40532701,2021-04-23,2021-04-25,Gonzaga,"Apartamento pé na areia, no melhor ponto de Santos",4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.91,23,216.0,582.0,Raridade
3763,40532701,2021-04-09,2021-04-11,Gonzaga,"Apartamento pé na areia, no melhor ponto de Santos",4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.91,23,216.0,582.0,Raridade
3764,44860968,2021-04-09,2021-04-11,Centro,"Praia do Gonzaguinha, quintal de casa - SV",2,1,1,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,11,108.0,285.0,Novo preço mais baixo
3765,42040376,2021-04-23,2021-04-25,Itararé,Apartamento 1 quadra da praia divisa São Vicente,2,1,3,1,Wi-Fi,Elevador,Estacionamento gratuito,Máquina de Lavar,4.8,5,128.0,280.0,Raridade
3766,42517975,2021-04-23,2021-04-25,São Vicente,Ótima localização frente ao mar Praia Itararé,2,1,2,1,Ar-condicionado,Self check-In,Vista para as águas,Estacionamento gratuito,4.36,11,119.0,308.0,Novo preço mais baixo
3767,42517975,2021-04-09,2021-04-11,São Vicente,Ótima localização frente ao mar Praia Itararé,2,1,2,1,Ar-condicionado,Self check-In,Vista para as águas,Estacionamento gratuito,4.36,11,119.0,308.0,Novo preço mais baixo
3768,44860968,2021-04-09,2021-04-11,Centro,"Praia do Gonzaguinha, quintal de casa - SV",2,1,1,1,Wi-Fi,Self check-In,Estacionamento gratuito,Permitido animais,5.0,11,108.0,285.0,Novo preço mais baixo
3769,43043506,2021-04-09,2021-04-11,Gonzaga,Estanconfor Vista Mar - 2 quartos,5,2,3,2,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.88,33,314.0,627.0,Raridade
3770,39726118,2021-04-02,2021-04-04,Praia Grande,Apartamento próximo à praia,5,1,3,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.87,15,103.0,306.0,Novo preço mais baixo
3771,44860968,2021-04-23,2021-04-25,Centro,"Praia do Gonzaguinha, quintal de casa - SV",2,1,1,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,11,108.0,285.0,Novo preço mais baixo
3772,46052240,2021-04-02,2021-04-04,Boqueirão,"Apto 50m  praia,sacada e ar condicionado.",4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Permitido animais,5.0,5,201.0,551.0,Raridade
3773,39610645,2021-04-16,2021-04-18,Santos,Estanconfor Santos com Jacuzzi,4,1,2,1,Ar-condicionado,Wi-Fi,Secadora,Jacuzzi,4.88,81,488.0,1.0959999999999999,Raridade
3774,32856921,2021-04-23,2021-04-25,Centro,"Pitangueiras, Kit moderna e aconchegante",4,1,4,1,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.87,78,177.0,434.0,Raridade
3775,40675774,2021-04-23,2021-04-25,Gonzaga,"Em frente a praia, com wi-fi, TV a cabo e equipado",5,1,3,1,Ar-condicionado,Wi-Fi,Self check-In,Secadora,5.0,6,183.0,525.0,Novo preço mais baixo
3776,45549349,2021-04-30,2021-05-02,Gonzaga,Apartamento Flat - Estanconfor 2404,4,1,1,1 privado,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.8,5,347.0,377.0,Novo preço mais baixo
3777,29958587,2021-04-02,2021-04-04,Santos,"Stúdio 804 Beira Mar, Luxo e Conforto",4,1,2,1,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.88,78,260.0,654.0,Novo preço mais baixo
3778,46045251,2021-04-09,2021-04-11,Gonzaga,Estanconfor Vista parcial Mar - 2 quartos,4,2,2,2,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.38,13,279.0,558.0,Raridade
3779,43043506,2021-04-09,2021-04-11,Gonzaga,Estanconfor Vista Mar - 2 quartos,5,2,3,2,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.88,33,314.0,627.0,Raridade
3780,43043506,2021-04-16,2021-04-18,Gonzaga,Estanconfor Vista Mar - 2 quartos,5,2,3,2,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,4.88,33,314.0,627.0,Raridade
3781,40945881,2021-04-23,2021-04-25,Guarujá,"Guarujá, praia 1 quadra, Wi-Fi, ar Split - 1002",4,1,4,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.83,41,187.0,434.0,Raridade
3782,38647759,2021-04-30,2021-05-02,Santos,Apto amplo com ótima localização. Vista p/ praia.,6,2,3,2,Estacionamento gratuito,Wi-Fi,Ar-condicionado,Cozinha,5.0,8,292.0,463.0,Novo preço mais baixo
3783,46052240,2021-04-09,2021-04-11,Boqueirão,"Apto 50m  praia,sacada e ar condicionado.",4,1,2,1,Ar-condicionado,Wi-Fi,Self check-In,Permitido animais,5.0,5,222.0,593.0,Raridade
3784,22135736,2021-04-09,2021-04-11,Itararé,Apto para momentos inesquecíveis em São Vicente,6,2,3,2,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.89,106,195.0,559.0,Raridade
3785,16824874,2021-04-02,2021-04-04,Santos,Frente para o mar no coração do gonzaga ;com Wi-Fi,8,2,5,1,Wi-Fi,Self check-In,Elevador,Estacionamento gratuito,4.79,71,173.0,456.0,Novo preço mais baixo
3786,45740885,2021-04-09,2021-04-11,Ilha Porchat,"Ilha Porchat, com vista deslumbrante para o mar.",2,1,1,1,Wi-Fi,Estacionamento gratuito,Vista para o mar,Cozinha,5.0,12,293.0,685.0,Novo preço mais baixo
3787,47220795,2021-04-16,2021-04-18,Jardim Tres Marias,Lindo Apto Guarujá - Praia da Enseada LINDISSIMO,5,1,5,1,Ar-condicionado,Estacionamento gratuito,Máquina de Lavar,Cozinha,5.0,12,176.0,502.0,Novo preço mais baixo
3788,40704826,2021-04-16,2021-04-18,Santos,Apartamento Novo 50m praia Wi-Fi e Ar-condicionado,4,1,2,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.93,29,237.0,593.0,Novo preço mais baixo
3789,37536841,2021-04-23,2021-04-25,São Paulo,Apartamento de frente para Praia,10,2,6,1,Vista para as águas,Elevador,Estacionamento gratuito,Vista para o mar,4.89,18,155.0,399.0,Novo preço mais baixo
3790,40704826,2021-04-23,2021-04-25,Santos,Apartamento Novo 50m praia Wi-Fi e Ar-condicionado,4,1,2,1,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.93,29,237.0,593.0,Novo preço mais baixo
3791,46946150,2021-04-30,2021-05-02,Balneario Cidade Atlantica,"Apartamento super aconchegante na Enseada, Guarujá",6,2,3,1 e meio,Self check-In,Permitido animais,Máquina de Lavar,Estacionamento gratuito,5.0,9,128.0,228.0,Novo preço mais baixo
3792,47200951,2021-04-30,2021-05-02,Guilhermina,Pé na areia com a melhor localização. Boqueirão.,8,2,3,2,Wi-Fi,Vista para as águas,Self check-In,Permitido animais,5.0,3,244.0,374.0,Novo preço mais baixo
3793,22135736,2021-04-02,2021-04-04,Itararé,Apto para momentos inesquecíveis em São Vicente,6,2,3,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.89,106,206.0,582.0,Raridade
3794,42604902,2021-04-02,2021-04-04,Itararé,"Ap em flat, Frente Praia, Comodidades, Dormem 5",5,1,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.87,23,187.0,453.0,Novo preço mais baixo
3795,38798592,2021-04-02,2021-04-04,Guilhermina,"Conforto frente ao mar, localização privilegiada",6,2,4,2,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.92,27,179.0,468.0,Raridade
3796,39026513,2021-04-16,2021-04-18,Jardim Las Palmas,"Edifício Tuniz perto, praias do Tombo e Astúrias",4,2,3,2,Ar-condicionado,Wi-Fi,Vista para o mar,Máquina de Lavar,5.0,27,171.0,342.0,Raridade
3797,45740885,2021-04-16,2021-04-18,Ilha Porchat,"Ilha Porchat, com vista deslumbrante para o mar.",2,1,1,1,Wi-Fi,Estacionamento gratuito,Vista para o mar,Cozinha,5.0,12,293.0,685.0,Novo preço mais baixo
3798,30789497,2021-04-23,2021-04-25,Gonzaga,Flat Estancofor Santos 1 Quadra da Praia,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.96,82,343.0,685.0,Raridade
3799,46052240,2021-04-23,2021-04-25,Boqueirão,"Apto 50m  praia,sacada e ar condicionado.",4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Permitido animais,5.0,5,222.0,593.0,Novo preço mais baixo
3800,20845474,2021-04-30,2021-05-02,Itararé,Praia? Mar? Apenas atravesse a rua!,5,1,4,1,Vista para as águas,Self check-In,Permitido animais,Vista para o mar,4.78,25,165.0,285.0,Novo preço mais baixo
3801,16824874,2021-04-23,2021-04-25,Santos,Frente para o mar no coração do gonzaga ;com Wi-Fi,8,2,5,1,Wi-Fi,Self check-In,Elevador,Estacionamento gratuito,4.79,71,173.0,456.0,Novo preço mais baixo
3802,22135736,2021-04-23,2021-04-25,Itararé,Apto para momentos inesquecíveis em São Vicente,6,2,3,2,Ar-condicionado,Wi-Fi,Elevador,Estacionamento gratuito,4.89,106,195.0,559.0,Raridade
3803,47220795,2021-04-23,2021-04-25,Jardim Tres Marias,Lindo Apto Guarujá - Praia da Enseada LINDISSIMO,5,1,5,1,Ar-condicionado,Estacionamento gratuito,Máquina de Lavar,Cozinha,5.0,12,182.0,514.0,Novo preço mais baixo
3804,35682443,2021-04-23,2021-04-25,Centro,Apartamento com piscina no centro de São Vicente!,2,Estúdio,3,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.4,28,86.0,251.0,Novo preço mais baixo
3805,41990959,2021-04-02,2021-04-04,Nova Mirim,Apto 84 pronto para oferecer o melhor pra você!,3,1,3,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.94,34,234.0,548.0,Raridade
3806,16824874,2021-04-09,2021-04-11,Santos,Frente para o mar no coração do gonzaga ;com Wi-Fi,8,2,5,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.79,71,173.0,456.0,Novo preço mais baixo
3807,16824874,2021-04-16,2021-04-18,Santos,Frente para o mar no coração do gonzaga ;com Wi-Fi,8,2,5,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.79,71,173.0,456.0,Novo preço mais baixo
3808,39026513,2021-04-16,2021-04-18,Jardim Las Palmas,"Edifício Tuniz perto, praias do Tombo e Astúrias",4,2,3,2,Wi-Fi,Ar-condicionado,Cozinha,Máquina de Lavar,5.0,27,171.0,342.0,Raridade
3809,19033825,2021-04-16,2021-04-18,José Menino,Seu canto pertinho da praia,5,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.96,25,132.0,354.0,Raridade
3810,34021661,2021-04-02,2021-04-04,Aparecida,Kitnet confortável na Orla da Praia/ Santos,2,1,4,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Elevador,4.85,39,121.0,342.0,Raridade
3811,41493308,2021-04-16,2021-04-18,Ponta da Praia,Apartamento na Ponta da Praia em Santos com Wifi,4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.63,8,111.0,342.0,Raridade
3812,41493308,2021-04-23,2021-04-25,Ponta da Praia,Apartamento na Ponta da Praia em Santos com Wifi,4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.63,8,111.0,342.0,Raridade
3813,30123921,2021-04-23,2021-04-25,Itararé,Loft da Bel - frente ao mar,4,Estúdio,3,1,Wi-Fi,Ar-condicionado,Cozinha,Elevador,4.89,128,174.0,388.0,Raridade
3814,46045251,2021-04-09,2021-04-11,Gonzaga,Estanconfor Vista parcial Mar - 2 quartos,4,2,2,2,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.38,13,279.0,558.0,Raridade
3815,45549349,2021-04-30,2021-05-02,Gonzaga,Apartamento Flat - Estanconfor 2404,4,1,1,1 privado,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.8,5,347.0,377.0,Novo preço mais baixo
3816,40675774,2021-04-02,2021-04-04,Gonzaga,"Em frente a praia, com wi-fi, TV a cabo e equipado",5,1,3,1,Wi-Fi,Ar-condicionado,Cozinha,Elevador,5.0,6,183.0,525.0,Novo preço mais baixo
3817,32401352,2021-04-02,2021-04-04,Barra Funda,Suíte aconchegante Pitangueiras  Guarujá,2,1,1,1 privado,Wi-Fi,Piscina,Estacionamento gratuito,Elevador,4.87,92,206.0,411.0,Raridade
3818,45020057,2021-04-16,2021-04-18,José Menino,Book Santos - Unlimited 911 - Estúdio Elegância,4,1,1,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.92,24,327.0,784.0,Raridade
3819,47220795,2021-04-30,2021-05-02,Jardim Tres Marias,Lindo Apto Guarujá - Praia da Enseada LINDISSIMO,5,1,5,1,Ar-condicionado,Cozinha,Estacionamento gratuito,Máquina de Lavar,5.0,12,181.0,331.0,Novo preço mais baixo
3820,38672853,2021-04-02,2021-04-04,Nova Mirim,Apto 74 pronto para oferecer o melhor pra você!,3,1,3,1,Ar-condicionado,Wi-Fi,Vista para as águas,Elevador,4.94,64,234.0,548.0,Raridade
3821,45740885,2021-04-02,2021-04-04,Ilha Porchat,"Ilha Porchat, com vista deslumbrante para o mar.",2,1,1,1,Wi-Fi,Estacionamento gratuito,Vista para o mar,Cozinha,5.0,12,293.0,685.0,Novo preço mais baixo
3822,35682443,2021-04-02,2021-04-04,Centro,Apartamento com piscina no centro de São Vicente!,2,Estúdio,3,1 e meio,Ar-condicionado,Wi-Fi,Self check-In,Secadora,4.4,28,86.0,251.0,Novo preço mais baixo
3823,31952361,2021-04-09,2021-04-11,Centro,"Apto frente ao mar c/ playground, ar cond. e Wi-Fi",6,Estúdio,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.61,70,175.0,399.0,Raridade
3824,40945881,2021-04-09,2021-04-11,Guarujá,"Guarujá, praia 1 quadra, Wi-Fi, ar Split - 1002",4,1,4,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.83,41,187.0,434.0,Raridade
