Date,Ano,Mês,Dia,Nome do Dia,Dia da Semana
2021-12-17 00:00:00,2021,12,17,sexta-feira,5
2021-12-18 00:00:00,2021,12,18,sábado,6
2021-12-19 00:00:00,2021,12,19,domingo,0
2021-12-20 00:00:00,2021,12,20,segunda-feira,1
2021-12-21 00:00:00,2021,12,21,terça-feira,2
2021-12-22 00:00:00,2021,12,22,quarta-feira,3
2021-12-23 00:00:00,2021,12,23,quinta-feira,4
2021-12-24 00:00:00,2021,12,24,sexta-feira,5
2021-12-25 00:00:00,2021,12,25,sábado,6
2021-12-26 00:00:00,2021,12,26,domingo,0
2021-12-27 00:00:00,2021,12,27,segunda-feira,1
2021-12-28 00:00:00,2021,12,28,terça-feira,2
2021-12-29 00:00:00,2021,12,29,quarta-feira,3
2021-12-30 00:00:00,2021,12,30,quinta-feira,4
